id,required,phase,area,scenario,expected,evidence
AC-A06-014,yes,A06,Focus,Intervention focus,Only necessary candidates,UNIT
AC-A06-015,yes,A06,Focus,Pinned focus,Explicit command only,INTEGRATION
AC-A06-016,yes,A06,Focus,Conversation focus,Stable identity only,UNIT
AC-A06-017,yes,A06,Map,Authoritative geometry,Never editable,UNIT
AC-A06-018,yes,A06,Map,User override,Separate selector identity,UNIT
AC-A06-019,yes,A06,Map,Superseded layer,Inspectable/non-current,REFERENCE_CLIENT
AC-A06-020,yes,A06,Map,Layer load failure,Analysis remains available,REFERENCE_CLIENT
AC-A06-021,yes,A06,Map,Style token only,No backend visual styling lock-in,CONTRACT
AC-A06-022,yes,A06,Map,Map browse,Zero backend analysis commands,REAL_CHAIN
AC-A07-001,yes,A07,ToolInteraction,Execution/public args hashes,Separated,CONTRACT
AC-A07-002,yes,A07,ToolInteraction,Public edit schema,URI/hash required,CONTRACT
AC-A07-003,yes,A07,ToolInteraction,Editable path allowlist,Strict,UNIT
AC-A07-004,yes,A07,ToolInteraction,Editor hints,Typed,SCHEMA
AC-A07-005,yes,A07,Editor,Map point editor,Supported,REFERENCE_CLIENT
AC-A07-006,yes,A07,Editor,Map line editor,Supported,REFERENCE_CLIENT
AC-A07-007,yes,A07,Editor,Map polygon editor,Supported,REFERENCE_CLIENT
AC-A07-008,yes,A07,Editor,Map radius editor,Supported,REFERENCE_CLIENT
AC-A07-009,yes,A07,Editor,Number range editor,Supported,REFERENCE_CLIENT
AC-A07-010,yes,A07,Editor,Time range editor,Supported,REFERENCE_CLIENT
AC-A07-011,yes,A07,Editor,Enum multiselect,Supported,REFERENCE_CLIENT
AC-A07-012,yes,A07,Editor,Authorized candidate select,No arbitrary ID,SECURITY
AC-A07-013,yes,A07,Editor,Not editable,No edit UI,REFERENCE_CLIENT
AC-A07-014,yes,A07,ToolInteraction,Authority fields absent,No principal/scope/provider,SECURITY
AC-A07-015,yes,A07,ToolInteraction,Source fingerprints read-only,No hash editing,SECURITY
AC-A07-016,yes,A07,ToolInteraction,Expiration,Expired edit rejected,UNIT
AC-A07-017,yes,A07,ToolInteraction,Geometry override,Does not mutate reference,UNIT
AC-A07-018,yes,A07,ToolInteraction,Public args size,Bounded,SECURITY
AC-A08-001,yes,A08,ControlAPI,Proposal endpoint,Authenticated,CONTRACT
AC-A08-002,yes,A08,ControlAPI,Analysis GET,Ownership-scoped,SECURITY
AC-A08-003,yes,A08,ControlAPI,Snapshot GET,Ownership-scoped,SECURITY
AC-A08-004,yes,A08,ControlAPI,Cancel endpoint,Authenticated,CONTRACT
AC-A08-005,yes,A08,ControlAPI,Intervention resolve endpoint,Authenticated,CONTRACT
AC-A08-006,yes,A08,ControlAPI,Revision CAS,Stale request 409,REAL_POSTGRES
AC-A08-007,yes,A08,ControlAPI,Unknown node,Rejected,UNIT
AC-A08-008,yes,A08,ControlAPI,Public args hash,Mismatch rejected,UNIT
AC-A08-009,yes,A08,ControlAPI,Edit schema hash,Mismatch rejected,UNIT
AC-A08-010,yes,A08,ControlAPI,Patch ops,Only add/remove/replace/test,UNIT
AC-A08-011,yes,A08,ControlAPI,move/copy patch,Rejected,UNIT
AC-A08-012,yes,A08,ControlAPI,Forbidden path,422,UNIT
AC-A08-013,yes,A08,ControlAPI,Root replacement,Rejected unless schema explicitly permits,UNIT
AC-A08-014,yes,A08,ControlAPI,Post-patch schema,Invalid 422,UNIT
AC-A08-015,yes,A08,ControlAPI,Geometry structural budget,Fail closed,SECURITY
AC-A08-016,yes,A08,ControlAPI,Idempotent replay,Same key and payload,REAL_POSTGRES
AC-A08-017,yes,A08,ControlAPI,Idempotency conflict,Same key different payload,REAL_POSTGRES
AC-A08-018,yes,A08,ControlAPI,One pending proposal,Second rejected,REAL_POSTGRES
AC-A08-019,yes,A08,ControlAPI,Suggest mode,Current run continues,REAL_WSGS
AC-A08-020,yes,A08,ControlAPI,Interrupt mode,Observer policy governs,REAL_WSGS
AC-A08-021,yes,A08,ControlAPI,Apply-after mode,Unavailable in v0.5,CONTRACT
AC-A08-022,yes,A08,ControlAPI,Proposal expiry,410,UNIT
AC-A09-001,yes,A09,Revision,Complete public args,"Forwarded to WSGS, not tool execution",CONTRACT
AC-A09-002,yes,A09,Revision,WSGS compile invoked,Real control port,REAL_WSGS
AC-A09-003,yes,A09,Revision,No SACS plan patch,Static architecture,STATIC_GUARD
AC-A09-004,yes,A09,Revision,New plan ID/hash,Stored,REAL_POSTGRES
AC-A09-005,yes,A09,Revision,Parent plan hash,Verified,UNIT
AC-A09-006,yes,A09,Revision,Reuse set from WSGS,No SACS calculation,STATIC_GUARD
AC-A09-007,yes,A09,Revision,Set IDs exist,Validated,UNIT
AC-A09-008,yes,A09,Revision,Sets disjoint,Validated,UNIT
AC-A09-009,yes,A09,Revision,New Revision atomic,Database transaction,REAL_POSTGRES
AC-A09-010,yes,A09,Revision,Suggest current run,Continues,REAL_WSGS
AC-A09-011,yes,A09,Revision,New revision queue,While previous active,REAL_POSTGRES
AC-A09-012,yes,A09,Revision,New run scheduling,Starts safely,REAL_WSGS
AC-A09-013,yes,A09,Revision,Old layer relevance,SUPERSEDED,REFERENCE_CLIENT
AC-A09-014,yes,A09,Revision,Old result retained,Auditable,REAL_POSTGRES
AC-A09-015,yes,A09,Revision,Revision lineage,Parent IDs correct,REAL_POSTGRES
AC-A09-016,yes,A09,Revision,Compile timeout,Proposal COMPILE_FAILED,UNIT
AC-A09-017,yes,A09,Revision,WSGS unavailable,Safe retryable failure,REAL_WSGS
AC-A09-018,yes,A09,Revision,Source advanced revision,Cause recorded,REAL_POSTGRES
AC-A10-001,yes,A10,Intervention,Reference ambiguity,Interrupt required,REAL_WSGS
AC-A10-002,yes,A10,Intervention,Product ambiguity,Interrupt required,REAL_WSGS
AC-A10-003,yes,A10,Intervention,Gap no interrupt,Automatic terminal explanation,REAL_WSGS
AC-A10-004,yes,A10,Intervention,Persist intervention,Before run finish,REAL_POSTGRES
AC-A10-005,yes,A10,Intervention,Snapshot before interrupt,State/activity complete,AGUI_OFFICIAL_CLIENT
AC-A10-006,yes,A10,Intervention,Resume ownership,Same principal/thread,SECURITY
AC-A10-007,yes,A10,Intervention,Resume schema,Validated,CONTRACT
AC-A10-008,yes,A10,Intervention,Parent run lineage,Correct,AGUI_OFFICIAL_CLIENT
AC-A10-009,yes,A10,Cancel,Cancel request state,CANCEL_REQUESTED,UNIT
AC-A10-010,yes,A10,Cancel,Cancel acknowledgement,Then CANCELLED,REAL_WSGS
AC-A10-011,yes,A10,Cancel,Cancel unsupported,Old run continues/new revision queued,REAL_WSGS
AC-A10-012,yes,A10,Cancel,Cancel completed run,Idempotent terminal response,UNIT
AC-A10-013,yes,A10,Intervention,Closed intervention,Cannot re-resolve inconsistently,UNIT
AC-A10-014,yes,A10,Intervention,Expired intervention,410,UNIT
AC-A10-015,yes,A10,Intervention,Interrupt and apply,New revision,REAL_WSGS
AC-A10-016,yes,A10,Intervention,Audit hashes,Request/response persisted,REAL_POSTGRES
AC-A11-001,yes,A11,Timeline,Analysis time window,Shared,UNIT
AC-A11-002,yes,A11,Timeline,Source time semantics,Per-source typed,UNIT
AC-A11-003,yes,A11,Timeline,Playback cursor local,No server command,REFERENCE_CLIENT
AC-A11-004,yes,A11,Timeline,Playback rate local,No server command,REFERENCE_CLIENT
AC-A11-005,yes,A11,Timeline,Submit time window,Creates Proposal,REAL_WSGS
AC-A11-006,yes,A11,Timeline,GDPS historical display,CURRENT_BACKGROUND,UNIT
AC-A11-007,yes,A11,Timeline,No historical product,Static guard,STATIC_GUARD
AC-A11-008,yes,A11,Timeline,SDAR task time,PLANNED distinction,UNIT
AC-A11-009,yes,A11,Timeline,GOWM observation time,LIVE/HISTORICAL distinction,UNIT
AC-A11-010,yes,A11,Timeline,STAS valid/event time,Declared semantics,UNIT
AC-A12-001,yes,A12,Client,v0.3 decoder,All allowed events,REFERENCE_CLIENT
AC-A12-002,yes,A12,Client,State snapshot reducer,Replaces state,REFERENCE_CLIENT
AC-A12-003,yes,A12,Client,State delta reducer,Revision test,REFERENCE_CLIENT
AC-A12-004,yes,A12,Client,Delta failure,Requests snapshot,REFERENCE_CLIENT
AC-A12-005,yes,A12,Client,Activity snapshot reducer,Builds DAG,REFERENCE_CLIENT
AC-A12-006,yes,A12,Client,Activity delta reducer,Updates nodes,REFERENCE_CLIENT
AC-A12-007,yes,A12,Client,Tool store,Correlates toolCallId,REFERENCE_CLIENT
AC-A12-008,yes,A12,Client,Map reducer,Layers/focus,REFERENCE_CLIENT
AC-A12-009,yes,A12,Client,Inspection local,No command,REFERENCE_CLIENT
AC-A12-010,yes,A12,Client,Pin command,Explicit,REFERENCE_CLIENT
AC-A12-011,yes,A12,Client,Proposal client,CAS/idempotency,REFERENCE_CLIENT
AC-A12-012,yes,A12,Client,Intervention client,Resume association,REFERENCE_CLIENT
AC-A12-013,yes,A12,Client,MapEngineAdapter,Engine-neutral,CONTRACT
AC-A12-014,yes,A12,Client,No Cesium dependency,Backend/client core engine-neutral,STATIC_GUARD
AC-A12-015,yes,A12,Client,Headless harness,Runs in CI,CI
AC-A12-016,yes,A12,Client,v0.2 reference client,Regression pass,AGUI_OFFICIAL_CLIENT
AC-A13-001,yes,A13,Recovery,Browser disconnect,Does not cancel run,INTEGRATION
AC-A13-002,yes,A13,Recovery,Reconnect snapshot,State/activity restored,INTEGRATION
AC-A13-003,yes,A13,Recovery,Duplicate upstream event,Idempotent,REAL_POSTGRES
AC-A13-004,yes,A13,Recovery,Sequence collision,Protocol failure,REAL_POSTGRES
AC-A13-005,yes,A13,Recovery,Late plan event,Audit only,REAL_POSTGRES
AC-A13-006,yes,A13,Recovery,WSGS outage,Safe failure/recovery,REAL_WSGS
AC-A13-007,yes,A13,Recovery,SACS restart,Projection restored,REAL_POSTGRES
AC-A13-008,yes,A13,Recovery,Database transient failure,No false event publish,REAL_POSTGRES
AC-A13-009,yes,A13,Recovery,Layer load error,Finding/text remains,REFERENCE_CLIENT
AC-A13-010,yes,A13,Security,Secret redaction,No token/endpoint/asset URI,SECURITY
AC-A13-011,yes,A13,Security,Foreign scope,No identity leak,SECURITY
AC-A13-012,yes,A13,Limits,State size,Limit enforced,SECURITY
AC-A13-013,yes,A13,Limits,Activity size,Limit enforced,SECURITY
AC-A13-014,yes,A13,Limits,Inline GeoJSON size,Limit enforced,SECURITY
AC-A13-015,yes,A13,Limits,Patch count,Limit enforced,SECURITY
AC-A13-016,yes,A13,Limits,Public args size,Limit enforced,SECURITY
AC-A13-017,yes,A13,Limits,Automatic retry,At most one,UNIT
AC-A13-018,yes,A13,Architecture,No direct downstream,Architecture guard,STATIC_GUARD
AC-A13-019,yes,A13,Architecture,No spatial library,Architecture guard,STATIC_GUARD
AC-A13-020,yes,A13,Architecture,No event inference,Architecture guard,STATIC_GUARD
AC-A01-EVENT-01,yes,A01,WSGSEvent,PLAN_PUBLISHED,"Strict decode, ordering, idempotency and projection mapping",CONTRACT/UNIT
AC-A01-EVENT-02,yes,A01,WSGSEvent,NODE_READY,"Strict decode, ordering, idempotency and projection mapping",CONTRACT/UNIT
AC-A01-EVENT-03,yes,A01,WSGSEvent,NODE_STARTED,"Strict decode, ordering, idempotency and projection mapping",CONTRACT/UNIT
AC-A01-EVENT-04,yes,A01,WSGSEvent,NODE_PROGRESS,"Strict decode, ordering, idempotency and projection mapping",CONTRACT/UNIT
AC-A01-EVENT-05,yes,A01,WSGSEvent,TOOL_INTERACTION_PUBLISHED,"Strict decode, ordering, idempotency and projection mapping",CONTRACT/UNIT
AC-A01-EVENT-06,yes,A01,WSGSEvent,TOOL_COMPLETED,"Strict decode, ordering, idempotency and projection mapping",CONTRACT/UNIT
AC-A01-EVENT-07,yes,A01,WSGSEvent,TOOL_FAILED,"Strict decode, ordering, idempotency and projection mapping",CONTRACT/UNIT
AC-A01-EVENT-08,yes,A01,WSGSEvent,MAP_ARTIFACT_AVAILABLE,"Strict decode, ordering, idempotency and projection mapping",CONTRACT/UNIT
AC-A01-EVENT-09,yes,A01,WSGSEvent,FINDING_AVAILABLE,"Strict decode, ordering, idempotency and projection mapping",CONTRACT/UNIT
AC-A01-EVENT-10,yes,A01,WSGSEvent,INTERVENTION_REQUIRED,"Strict decode, ordering, idempotency and projection mapping",CONTRACT/UNIT
AC-A01-EVENT-11,yes,A01,WSGSEvent,ANALYSIS_COMPLETED,"Strict decode, ordering, idempotency and projection mapping",CONTRACT/UNIT
AC-A06-STYLE-01,yes,A06,MapStyle,base.context,Contract accepted and reference-client theme resolved,CONTRACT/REFERENCE_CLIENT
AC-A06-STYLE-02,yes,A06,MapStyle,task.context,Contract accepted and reference-client theme resolved,CONTRACT/REFERENCE_CLIENT
AC-A06-STYLE-03,yes,A06,MapStyle,analysis.input,Contract accepted and reference-client theme resolved,CONTRACT/REFERENCE_CLIENT
AC-A06-STYLE-04,yes,A06,MapStyle,analysis.scope,Contract accepted and reference-client theme resolved,CONTRACT/REFERENCE_CLIENT
AC-A06-STYLE-05,yes,A06,MapStyle,analysis.intermediate,Contract accepted and reference-client theme resolved,CONTRACT/REFERENCE_CLIENT
AC-A06-STYLE-06,yes,A06,MapStyle,finding.primary,Contract accepted and reference-client theme resolved,CONTRACT/REFERENCE_CLIENT
AC-A06-STYLE-07,yes,A06,MapStyle,finding.candidate,Contract accepted and reference-client theme resolved,CONTRACT/REFERENCE_CLIENT
AC-A06-STYLE-08,yes,A06,MapStyle,focus.execution,Contract accepted and reference-client theme resolved,CONTRACT/REFERENCE_CLIENT
AC-A06-STYLE-09,yes,A06,MapStyle,focus.intervention,Contract accepted and reference-client theme resolved,CONTRACT/REFERENCE_CLIENT
AC-A06-STYLE-10,yes,A06,MapStyle,focus.pinned,Contract accepted and reference-client theme resolved,CONTRACT/REFERENCE_CLIENT
AC-A06-STYLE-11,yes,A06,MapStyle,gap.data,Contract accepted and reference-client theme resolved,CONTRACT/REFERENCE_CLIENT
AC-A06-STYLE-12,yes,A06,MapStyle,gap.coverage,Contract accepted and reference-client theme resolved,CONTRACT/REFERENCE_CLIENT
AC-A06-STYLE-13,yes,A06,MapStyle,gap.ambiguity,Contract accepted and reference-client theme resolved,CONTRACT/REFERENCE_CLIENT
AC-A06-STYLE-14,yes,A06,MapStyle,source.stale,Contract accepted and reference-client theme resolved,CONTRACT/REFERENCE_CLIENT
AC-A14-E2E-01,yes,A14,RealE2E,AUTO-01: A区有哪些高地？,zero interrupts; success,AGUI_OFFICIAL_CLIENT/REAL_WSGS/RUNNING_GOWM_GATEWAY/REAL_GDPS_OR_STAS/REAL_POSTGRES
AC-A14-E2E-02,yes,A14,RealE2E,VIEW-01: map pan/zoom/hover/click,zero backend analysis commands,AGUI_OFFICIAL_CLIENT/REAL_WSGS/RUNNING_GOWM_GATEWAY/REAL_GDPS_OR_STAS/REAL_POSTGRES
AC-A14-E2E-03,yes,A14,RealE2E,PIN-01: pin 2号车,pinned focus updated; no analysis,AGUI_OFFICIAL_CLIENT/REAL_WSGS/RUNNING_GOWM_GATEWAY/REAL_GDPS_OR_STAS/REAL_POSTGRES
AC-A14-E2E-04,yes,A14,RealE2E,PROPOSE-01: change radius 1000m to 600m,current run continues; queued revision,AGUI_OFFICIAL_CLIENT/REAL_WSGS/RUNNING_GOWM_GATEWAY/REAL_GDPS_OR_STAS/REAL_POSTGRES
AC-A14-E2E-05,yes,A14,RealE2E,PROPOSE-02: change slope 15-30 to 15-25,WSGS recompile and partial rerun,AGUI_OFFICIAL_CLIENT/REAL_WSGS/RUNNING_GOWM_GATEWAY/REAL_GDPS_OR_STAS/REAL_POSTGRES
AC-A14-E2E-06,yes,A14,RealE2E,REUSE-01: reuse reference/current-position nodes,WSGS reuse decision displayed,AGUI_OFFICIAL_CLIENT/REAL_WSGS/RUNNING_GOWM_GATEWAY/REAL_GDPS_OR_STAS/REAL_POSTGRES
AC-A14-E2E-07,yes,A14,RealE2E,REVISION-01: old map layers,superseded but inspectable,AGUI_OFFICIAL_CLIENT/REAL_WSGS/RUNNING_GOWM_GATEWAY/REAL_GDPS_OR_STAS/REAL_POSTGRES
AC-A14-E2E-08,yes,A14,RealE2E,AMBIGUITY-01: 滨河路附近有哪些排水沟？,interrupt required,AGUI_OFFICIAL_CLIENT/REAL_WSGS/RUNNING_GOWM_GATEWAY/REAL_GDPS_OR_STAS/REAL_POSTGRES
AC-A14-E2E-09,yes,A14,RealE2E,INTERRUPT-01: resolve road candidate,resume with parent run,AGUI_OFFICIAL_CLIENT/REAL_WSGS/RUNNING_GOWM_GATEWAY/REAL_GDPS_OR_STAS/REAL_POSTGRES
AC-A14-E2E-10,yes,A14,RealE2E,USER-STOP-01: 立即停止并应用修改,cancel requested then acknowledged,AGUI_OFFICIAL_CLIENT/REAL_WSGS/RUNNING_GOWM_GATEWAY/REAL_GDPS_OR_STAS/REAL_POSTGRES
